Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5r3aYGutXgsxSqB6W3RrzJ","Sunlight (feat. Years and Years) - Radio Edit","The Magician, Years & Years","Sunlight (feat. Years & Years) [Radio Edit]","1","1","193481","spotify:user:transceend","2016-11-05T09:56:44Z"
"spotify:track:4zLBcDtvYNVtF9fnG6lme3","Sun Goes Down (feat. Jasmine Thompson) - Radio Mix","Robin Schulz, Jasmine Thompson","Prayer","1","3","179960","spotify:user:transceend","2016-11-05T09:56:51Z"
"spotify:track:1I8tHoNBFTuoJAlh4hfVVE","Firestone","Kygo, Conrad Sewell","Cloud Nine","1","5","273684","spotify:user:transceend","2016-11-08T00:35:08Z"
"spotify:track:0tICYNayWWhH9GPeFrfjfD","This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners","Kungs, Cookin' On 3 Burners","Layers","1","2","195546","spotify:user:transceend","2016-12-15T19:53:14Z"
