Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:1xznGGDReH1oQq0xzbwXa3","One Dance","Drake, WizKid, Kyla","Views","1","12","173986","spotify:user:transceend","2016-08-21T21:19:19Z"
"spotify:track:1qE47wUKG2juJwPoLqg4C9","Lean On (feat. MØ & DJ Snake)","Major Lazer, MØ, DJ Snake","Peace Is The Mission","1","4","176561","spotify:user:transceend","2016-08-31T02:21:31Z"
"spotify:track:7vfWgVGiLgnGbInU5lvSQg","I Took A Pill In Ibiza - Seeb Remix","Mike Posner, Seeb","I Took A Pill In Ibiza (Seeb Remix)","1","1","199226","spotify:user:transceend","2016-08-31T02:22:44Z"
"spotify:track:552ZjID6IZKuk7w89Nc0Hg","Karma","ALMA","Karma","1","1","198664","spotify:user:transceend","2016-10-26T04:39:52Z"
"spotify:track:3n3Ppam7vgaVa1iaRUc9Lp","Mr. Brightside","The Killers","Hot Fuss (Deluxe Version)","1","2","222200","spotify:user:transceend","2016-11-14T22:52:30Z"
