Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:54tGxdmqQxADOdf9eWdPaD","Missing You","Busy Signal","Heart and Soul Riddim","1","5","212114","spotify:user:transceend","2016-08-27T05:58:17Z"
"spotify:track:6lxqWPNMs5Jrfh2LD26BdM","Sweet Love [Night Shift]","Busy Signal","D.O.B.","1","7","218106","spotify:user:transceend","2016-08-27T06:03:36Z"
"spotify:track:0wqjdq7nZUVdNOEdyu8xb7","Need To Tell You This","Ziggi Recado","In Transit","1","3","252933","spotify:user:transceend","2016-10-01T06:16:34Z"
"spotify:track:4TBtGrMgUYH7D5Tf5HLvyz","Let's Do It Again","J Boog","Backyard Boogie","1","10","192177","spotify:user:transceend","2016-11-19T03:53:25Z"
"spotify:track:4N8UFEJSemqrX1JqFSXln1","Jamming","Bob Marley & The Wailers","Exodus","1","6","211000","spotify:user:transceend","2016-11-19T09:40:19Z"
