Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0k93MXOj0kSXo84SvSDeUz","Ocean Drive","Duke Dumont","Ocean Drive","1","1","206320","spotify:user:transceend","2016-11-05T09:31:38Z"
"spotify:track:66hayvUbTotekKU3H4ta1f","Where Are Ü Now (with Justin Bieber)","Jack Ü, Skrillex, Diplo, Justin Bieber","Skrillex and Diplo present Jack Ü","1","9","250285","spotify:user:transceend","2016-11-05T09:54:17Z"
"spotify:track:3skn2lauGk7Dx6bVIt5DVj","Starlight","Muse","Black Holes And Revelations","1","2","240213","spotify:user:transceend","2016-11-05T09:54:36Z"
"spotify:track:4VqPOruhp5EdPBeR92t6lQ","Uprising","Muse","The Resistance","1","1","304840","spotify:user:transceend","2016-11-05T09:54:47Z"
"spotify:track:4RepvCWqsP6zBuzvwYibAS","I Feel It Coming","The Weeknd, Daft Punk","Starboy","1","18","269186","spotify:user:transceend","2017-06-12T18:06:12Z"
"spotify:track:5ndfVSDyPq90jaIUhNPeby","Chained To The Rhythm","Katy Perry, Skip Marley","Chained To The Rhythm","1","1","237915","spotify:user:transceend","2017-06-12T18:06:45Z"
