Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:65MDo5mxRY45IHpyVkLEU5","Santa María (del Buen Ayre)","Gotan Project","La revancha del tango","1","5","357906","spotify:user:transceend","2017-02-13T01:05:55Z"
"spotify:track:0dgFEx9mvVjDDXVjy4DrYU","Época","Gotan Project","Best of Gotan Project","1","2","269087","spotify:user:transceend","2017-02-13T01:10:44Z"
"spotify:track:70mK4gyo4QathYNG4bg6Ov","Diferente","Gotan Project","Hôtel Costes 9","1","6","279879","spotify:user:transceend","2017-02-13T01:10:50Z"
"spotify:track:3XaSDElucjBkM3qFe1ynms","Una Música Brutal","Gotan Project","Best of Gotan Project","1","6","253492","spotify:user:transceend","2017-02-13T01:10:57Z"
"spotify:track:0BGPPYoWECcUVJvQWfGjTb","Mi Confesión","Gotan Project, Koxmoz","Best of Gotan Project","1","7","262582","spotify:user:transceend","2017-02-13T01:11:02Z"
"spotify:track:0Z8Ffx1C12pAwyit4XqcXn","Last Tango in Paris","Gotan Project","Best of Gotan Project","1","15","351111","spotify:user:transceend","2017-02-13T01:12:29Z"
