Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:7bznIUVI4zAZNvZjDSVCOd","Ave Maria, D839","Franz Schubert, Luciano Pavarotti, National Philharmonic Orchestra, Kurt Herbert Adler","Pavarotti Forever (2 CDs)","2","8","287840","spotify:user:transceend","2017-01-31T01:53:05Z"
"spotify:track:0A1hikCZltXS35BWBhrjuR","Turandot / Act 3: "Nessun dorma!"","Giacomo Puccini, Luciano Pavarotti, John Alldis Choir, Wandsworth School Boys Choir, London Philharmonic Orchestra, Zubin Mehta","Luciano Pavarotti - The Best","1","17","180480","spotify:user:transceend","2017-01-31T01:53:25Z"
"spotify:track:5DrKjsfiXeXvUm9du5MG83","Caruso","Lucio Dalla, Luciano Pavarotti","Luciano Pavarotti - The Best","2","13","321053","spotify:user:transceend","2017-01-31T01:53:30Z"
"spotify:track:4kl1zMnjrtxsJv62XMIn9j","Rigoletto / Act 3: "La donna è mobile...E là il vostr'uomo"","Giuseppe Verdi, Luciano Pavarotti, Martti Talvela, Sherrill Milnes, London Symphony Orchestra, Richard Bonynge","Verdi: Rigoletto (2 CDs)","2","9","179640","spotify:user:transceend","2017-01-31T01:53:57Z"
