Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:23Fw0qh3Onqn2276LiL2pT","Lloraras","Oscar D'León","15 Exitos De- Oscar D Leon","1","7","221007","spotify:user:transceend","2016-10-31T03:08:46Z"
"spotify:track:1qjvPM1zn6mjy5VyLUypGd","Chin Chon Chow","Louie Ramirez","Snowboy Afro Cuban Kaleidoscope","1","12","171213","spotify:user:transceend","2016-10-31T03:09:11Z"
"spotify:track:7DqTaelFf846rl1CHmyfOW","Chan Chan","Buena Vista Social Club","Buena Vista Social Club","1","1","257737","spotify:user:transceend","2016-11-19T09:38:19Z"
