Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:0X3JQKHSbS7dt6pjSr1tEY","Glass & Stone","Tor","Drum Therapy","1","1","282833","spotify:user:transceend","2016-11-10T10:09:45Z"
"spotify:track:3iNiESN4cEqYfYkra3ea82","Cirrus","Bonobo","The North Borders","1","3","349210","spotify:user:transceend","2017-01-28T02:25:13Z"
"spotify:track:24ylIO48nRsdaONlM8l2HF","Time Is the Enemy","Quantic","The 5th Exotic","1","10","219880","spotify:user:transceend","2017-01-28T02:34:21Z"
"spotify:track:2UKYMN7VnsQo40n0qCt6Sa","Porcelain","Moby","Play & Play: B Sides","1","3","241173","spotify:user:transceend","2017-01-28T02:35:43Z"
