Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:300RfAPZ57B0y6YYj9n6DN","Superstition - Single Version","Stevie Wonder","Number Ones","1","6","244826","spotify:user:transceend","2016-10-31T03:03:02Z"
"spotify:track:3M5eeHXgG4VplKNcsBC8Dj","Signed, Sealed, Delivered (I'm Yours)","Stevie Wonder","Signed Sealed And Delivered","1","3","160500","spotify:user:transceend","2016-10-31T03:04:35Z"
"spotify:track:55h7vJchibLdUkxdlX3fK7","Treasure","Bruno Mars","Unorthodox Jukebox","1","4","178560","spotify:user:transceend","2016-10-31T03:05:43Z"
"spotify:track:2gFvRmQiWg9fN9i74Q0aiw","24K Magic","Bruno Mars","24K Magic","1","1","225983","spotify:user:transceend","2016-10-31T03:05:50Z"
"spotify:track:3w3y8KPTfNeOKPiqUTakBh","Locked Out Of Heaven","Bruno Mars","Unorthodox Jukebox","1","2","233478","spotify:user:transceend","2016-10-31T04:43:16Z"
"spotify:track:32OlwWuMpZ6b0aN2RZOeMS","Uptown Funk","Mark Ronson, Bruno Mars","Uptown Special","1","4","269666","spotify:user:transceend","2016-10-31T04:46:22Z"
"spotify:track:6kopmMZiyLmw7h66uXcXR7","Valerie - Version Revisited","Mark Ronson, Amy Winehouse","Version (Digital Edition)","1","5","219413","spotify:user:transceend","2016-11-13T12:45:29Z"
"spotify:track:2ANmn1h2tHoOt0A1ku03Kb","Master Blaster (Jammin') - Single Version","Stevie Wonder","Number Ones","1","13","290973","spotify:user:transceend","2016-11-13T12:47:42Z"
