Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:4pkFvX3AkuiSGPkv8gMlks","Save Me","Remy Zero","The Golden Hum","1","6","244226","spotify:user:transceend","2017-08-12T09:02:26Z"
"spotify:track:5SlKhhXtzd3Cj74HYmHZNz","I'll Be There For You (Theme From Friends) - Single Version","The Rembrandts","Greatest Hits","1","11","189573","spotify:user:transceend","2017-08-12T09:03:17Z"
"spotify:track:4xFxK0FXmNlUDRgCaIQCVn","Here With Me","Dido","No Angel","1","1","255400","spotify:user:transceend","2017-08-12T09:04:02Z"
"spotify:track:3OOFEF20WqtsUPcRbPY3L7","Short Skirt / Long Jacket","Cake","Comfort Eagle","1","4","204133","spotify:user:transceend","2017-08-12T09:04:44Z"
"spotify:track:4nnhiGPq5HRQzbAszYyYmL","Superman","Lazlo Bane","The Tao of Steve","1","5","218478","spotify:user:transceend","2017-08-12T09:06:52Z"
"spotify:track:5HYHGYx3Yl0B344J6eAdgF","At Least It Was Here ("Community" Main Title) [Full Length Version]","The 88","Community (Music from the Original Television Series)","1","18","169960","spotify:user:transceend","2017-08-12T09:09:34Z"
"spotify:track:1ShQlzjMz0XkaHt5CgMpBs","the WORLD","Nightmare, DEATH NOTE デスノート","the WORLD/アルミナ","1","1","234173","spotify:user:transceend","2018-04-17T04:24:45Z"
"spotify:track:1rIe54Dy1FYOZl3bQ0FQeN","アルミナ","Nightmare","the WORLD Ruler","1","11","305840","spotify:user:transceend","2018-05-09T17:29:29Z"
