Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:4SRqDmPxYX0pUb5B5ut2Ri","So Sick","Ne-Yo","In My Own Words","1","3","207186","spotify:user:transceend","2016-11-19T09:18:43Z"
"spotify:track:3mmjD9G2HUUzDbFl3NRDLM","Take A Bow","Rihanna","Good Girl Gone Bad: Reloaded","1","14","229413","spotify:user:transceend","2017-01-28T02:18:58Z"
"spotify:track:4oa14QBfWRDfJy2agySy0L","Gravity","Sara Bareilles","Little Voice","1","12","232760","spotify:user:transceend","2017-06-12T18:05:10Z"
"spotify:track:519tXYJVcrpEMqV2BMbh6E","No Air","Jordin Sparks, Chris Brown","Jordin Sparks","1","3","264373","spotify:user:transceend","2017-08-25T05:03:26Z"
