Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:5yEPxDjbbzUzyauGtnmVEC","Bitter Sweet Symphony","The Verve","Urban Hymns","1","1","358426","spotify:user:transceend","2017-02-13T01:19:59Z"
"spotify:track:12axV6NUqaYH3yFUWwArzr","Losing My Religion","R.E.M.","In Time: The Best Of R.E.M. 1988-2003","1","6","269000","spotify:user:transceend","2017-02-13T01:20:17Z"
"spotify:track:3GpdNg7Krt9vjc6tgDoKe1","Breakfast At Tiffany's","Deep Blue Something","Home","1","2","257186","spotify:user:transceend","2017-02-13T01:26:37Z"
"spotify:track:26D1PRJjD9Jj1JGRk88KVc","Lithium","Nirvana","Nevermind (Deluxe Edition)","1","5","257053","spotify:user:transceend","2017-02-13T01:26:55Z"
"spotify:track:3LI4MmibTkXH5cGpCGZgyw","Teenage Dirtbag","Wheatus","Songs From Dawson's Creek, Vol. II","1","10","241840","spotify:user:transceend","2017-02-13T01:27:22Z"
"spotify:track:5qqabIl2vWzo9ApSC317sa","Wonderwall - Remastered","Oasis","(What's The Story) Morning Glory? [Remastered]","1","3","258773","spotify:user:transceend","2017-02-13T01:28:30Z"
